tradeoff,trait,wd,sla,hmax,mat,surv_est,surv_lo,surv_hi,growth_est,growth_lo,growth_hi,recr_est,recr_lo,recr_hi
gs,wd,0.305,0,0,5°C,0.9358458168713277,0.8666229377982472,0.9778761424977026,1.9816234637304002,1.359189173398511,2.6996303743772088,NA,NA,NA
gs,wd,0.3511871652224169,0,0,5°C,0.9490684492926216,0.918140318839576,0.9723499441618666,1.7838559500690494,1.431226065779995,2.171810777894379,NA,NA,NA
gs,wd,0.40436860661297414,0,0,5°C,0.9558172003635285,0.9358324657576806,0.971480555580325,1.6338199438086836,1.402566144859096,1.900114261661761,NA,NA,NA
gs,wd,0.4656034906929477,0,0,5°C,0.9598751058681132,0.9427433649506792,0.9733349554532347,1.5127483972805804,1.3219220084861223,1.7416189985121677,NA,NA,NA
gs,wd,0.5361113770954697,0,0,5°C,0.9626260642726484,0.9479925363037615,0.9742640980724905,1.4115783186275266,1.2532843864319951,1.5975202464570597,NA,NA,NA
gs,wd,0.6172965074283415,0,0,5°C,0.9639827625549374,0.9494557875042989,0.9759413966696199,1.3278354791241687,1.1851597917706755,1.4865574834868185,NA,NA,NA
gs,wd,0.7107757722801896,0,0,5°C,0.9626830038626475,0.9342067696105769,0.9822134082051676,1.2637286792594358,1.0474314297077165,1.4956342258314959,NA,NA,NA
gs,wd,0.305,0,0,10°C,0.9412860307920213,0.8884944869179201,0.9757440963045576,1.7041179166133065,1.3224075618233009,2.1309652111909303,NA,NA,NA
gs,wd,0.3511871652224169,0,0,10°C,0.950171797418546,0.9247012117198309,0.9694544693617693,1.6370852255049573,1.4037531892044923,1.8807532106976774,NA,NA,NA
gs,wd,0.40436860661297414,0,0,10°C,0.9555490577504807,0.939770724625283,0.9681448156174371,1.5698631774882301,1.4188656005992064,1.7346617977108043,NA,NA,NA
gs,wd,0.4656034906929477,0,0,10°C,0.9595054949228156,0.9464001056210044,0.9699882614238805,1.4981435350231902,1.3707275252828814,1.6429311821140509,NA,NA,NA
gs,wd,0.5361113770954697,0,0,10°C,0.9628814813858864,0.9520814606781594,0.9718041219938038,1.4206878102121245,1.310243624885103,1.5391656073796363,NA,NA,NA
gs,wd,0.6172965074283415,0,0,10°C,0.9656841482329648,0.9557171686091257,0.9743431163712472,1.3388252853159281,1.2412635334915711,1.4429243071661042,NA,NA,NA
gs,wd,0.7107757722801896,0,0,10°C,0.9673447083794949,0.9512663180034042,0.9801431268201842,1.2558068028501839,1.1082758684746283,1.4097016083237248,NA,NA,NA
gs,wd,0.305,0,0,15°C,0.9399524882148713,0.8631962933866059,0.9823295973034323,1.4852098135617529,1.1248725991101187,1.907037672007497,NA,NA,NA
gs,wd,0.3511871652224169,0,0,15°C,0.9491841415798026,0.9122074490700471,0.973930787272295,1.5099153297907337,1.2768777875358042,1.7617881450736046,NA,NA,NA
gs,wd,0.40436860661297414,0,0,15°C,0.9545137935989196,0.9354963366891949,0.9694792007263188,1.5120264522849318,1.3549150087693922,1.6734659340679632,NA,NA,NA
gs,wd,0.4656034906929477,0,0,15°C,0.9586456604219808,0.945365192049004,0.9698943970591104,1.4864043840582435,1.3604422299505157,1.6192241249580117,NA,NA,NA
gs,wd,0.5361113770954697,0,0,15°C,0.9627788407613105,0.951750285993168,0.9718395995515782,1.431910782294063,1.3236057853130891,1.5454932656817992,NA,NA,NA
gs,wd,0.6172965074283415,0,0,15°C,0.9669812577092014,0.9576794603094432,0.9748101404367517,1.3515465509081823,1.2558657787078378,1.4516374762840092,NA,NA,NA
gs,wd,0.7107757722801896,0,0,15°C,0.9705890565101654,0.9569381065779896,0.9813580699757375,1.2517546717650772,1.1139809126207774,1.4042788569190576,NA,NA,NA
gs,sla,0,4.08,0,5°C,0.971050200018027,0.9452148901209283,0.9875879751820376,0.996939134267125,0.790887591545794,1.2302661043521135,NA,NA,NA
gs,sla,0,8.518463875845173,0,5°C,0.9647465463227453,0.9465354801329584,0.9781951283924982,1.1778058017171984,1.0236849546652882,1.3550485627884146,NA,NA,NA
gs,sla,0,12.956927751690344,0,5°C,0.9611416571907332,0.9452537838492605,0.9737407090018412,1.3395686746968112,1.1855152033213623,1.5250465634327455,NA,NA,NA
gs,sla,0,17.395391627535517,0,5°C,0.9625962780745246,0.9472129508985864,0.9744655544515611,1.4606777832138058,1.2866931518408695,1.6651337674202118,NA,NA,NA
gs,sla,0,21.83385550338069,0,5°C,0.9689668582306221,0.9562536047294791,0.9788321318630971,1.5255095660423694,1.3486043821450027,1.7241620602434977,NA,NA,NA
gs,sla,0,26.272319379225863,0,5°C,0.9775805044320269,0.9659486558433409,0.9861150319743336,1.5292433852718788,1.3099595592502806,1.7749641313021052,NA,NA,NA
gs,sla,0,30.710783255071036,0,5°C,0.9853682223679229,0.9725745367966792,0.993761324473088,1.479075440126986,1.1164374569741222,1.8864963037240394,NA,NA,NA
gs,sla,0,4.08,0,10°C,0.9685096167479078,0.9486206721791015,0.9829301302671805,1.1197731865455356,0.9557727478465166,1.2978608708880084,NA,NA,NA
gs,sla,0,8.518463875845173,0,10°C,0.9634893886745167,0.950054091148118,0.9742115856160953,1.2613131749474182,1.141548885786404,1.3881113162176872,NA,NA,NA
gs,sla,0,12.956927751690344,0,10°C,0.9610230251238614,0.9490356300941372,0.9705959311554848,1.3779949077040023,1.2660275860274215,1.5007733191988268,NA,NA,NA
gs,sla,0,17.395391627535517,0,10°C,0.9624724924759893,0.9511282863703213,0.9717310789358946,1.4574902033159707,1.3404035764662747,1.5834212973231787,NA,NA,NA
gs,sla,0,21.83385550338069,0,10°C,0.9676534504350286,0.957836395220187,0.9756682618169163,1.4917991432548343,1.3734239718181933,1.6175643555684525,NA,NA,NA
gs,sla,0,26.272319379225863,0,10°C,0.974882516525814,0.9655247760916633,0.9826515407483482,1.4790644866423839,1.3282004786013064,1.6425497003746674,NA,NA,NA
gs,sla,0,30.710783255071036,0,10°C,0.9820420568574504,0.9701119540868366,0.990610664505479,1.423847071121898,1.1807440295482265,1.6991977638235618,NA,NA,NA
gs,sla,0,4.08,0,15°C,0.9642228795749604,0.9412823072984832,0.9806080716929444,1.2636107437559796,1.076769284075654,1.4617992062946048,NA,NA,NA
gs,sla,0,8.518463875845173,0,15°C,0.9615947421592057,0.947343294321053,0.972852765042018,1.3532703815537326,1.2256118050358213,1.4867347595547555,NA,NA,NA
gs,sla,0,12.956927751690344,0,15°C,0.9605028500201342,0.9487788894494786,0.9703210146713399,1.4197131142039539,1.3073589880311958,1.5410565073321472,NA,NA,NA
gs,sla,0,17.395391627535517,0,15°C,0.961954205717344,0.9503984887788447,0.971640619175644,1.456589189039429,1.3433057498601029,1.5763934395560095,NA,NA,NA
gs,sla,0,21.83385550338069,0,15°C,0.9659371550447794,0.9554569845323657,0.9748227375752794,1.4609551652978037,1.34524400656685,1.5804808318891372,NA,NA,NA
gs,sla,0,26.272319379225863,0,15°C,0.9714405880698994,0.9600037060089358,0.9803844192850306,1.4338790813354514,1.2852084894198281,1.59379433874101,NA,NA,NA
gs,sla,0,30.710783255071036,0,15°C,0.9770286780592482,0.9610956305163616,0.9881802523351123,1.3801935352046557,1.1338297904016095,1.6516955531204687,NA,NA,NA
gs,hmax,0,0,11.667333333333334,5°C,0.9121754208049906,0.8190565483139606,0.9682894144802155,1.0157694950966243,0.7197420115760436,1.3928313717531176,NA,NA,NA
gs,hmax,0,0,15.007015810871762,5°C,0.9390178870891444,0.8965836046904141,0.9683694666471148,1.1659179088268419,0.9423697987156233,1.4296442425755924,NA,NA,NA
gs,hmax,0,0,19.302656152313165,5°C,0.9530824762611423,0.9286149943989218,0.9708030397251395,1.3079408284343257,1.121499460715838,1.5232671794853958,NA,NA,NA
gs,hmax,0,0,24.827889783691056,5°C,0.9610052271771325,0.9448184076811235,0.9737217270506121,1.4258863716006516,1.253449589839976,1.6270236644907852,NA,NA,NA
gs,hmax,0,0,31.934678121344493,5°C,0.9651879111543633,0.9522502789297187,0.9757979909249386,1.5078812922161404,1.3346439615589778,1.7094033425311816,NA,NA,NA
gs,hmax,0,0,41.07572877110885,5°C,0.9657579897980144,0.9456035047658169,0.9802647099035359,1.5499661027190004,1.29882197385483,1.830654779415219,NA,NA,NA
gs,hmax,0,0,52.83333333333332,5°C,0.9607936550031394,0.9146742503889004,0.9871825604172724,1.5577706931580884,1.1268087353363092,2.0812946210400645,NA,NA,NA
gs,hmax,0,0,11.667333333333334,10°C,0.904456530463888,0.8279636408316121,0.9551005052958856,1.1950134358464237,0.9448983547887005,1.4869010108354963,NA,NA,NA
gs,hmax,0,0,15.007015810871762,10°C,0.9361863004474987,0.9038699332350083,0.9604229060787536,1.281404379311176,1.1081597885231194,1.472246542622246,NA,NA,NA
gs,hmax,0,0,19.302656152313165,10°C,0.9524949081564077,0.9343291258545261,0.9664556629340268,1.3632714858497736,1.2290579776616162,1.5086380207207464,NA,NA,NA
gs,hmax,0,0,24.827889783691056,10°C,0.961003733926384,0.9489169476799502,0.9708428042882243,1.4353310871803546,1.3169948715915893,1.5630364234993448,NA,NA,NA
gs,hmax,0,0,31.934678121344493,10°C,0.9647930372588948,0.9544754647654372,0.9732440758381946,1.4943423903371449,1.37452035303368,1.6263211566775704,NA,NA,NA
gs,hmax,0,0,41.07572877110885,10°C,0.9645532182113057,0.948842301627448,0.9768606147527358,1.5399193809304186,1.3655454550597932,1.73103192970535,NA,NA,NA
gs,hmax,0,0,52.83333333333332,10°C,0.9589855168965864,0.9239132386003106,0.9816301363725988,1.574988634285956,1.2675512773267053,1.922465684837653,NA,NA,NA
gs,hmax,0,0,11.667333333333334,15°C,0.8891162854583379,0.7921473451507011,0.9533183558491004,1.4232843397800572,1.106485563728363,1.7844106624743952,NA,NA,NA
gs,hmax,0,0,15.007015810871762,15°C,0.9312040687718713,0.8941023623441355,0.9591272422822155,1.4147971089071225,1.2194811917603228,1.6268765395781601,NA,NA,NA
gs,hmax,0,0,19.302656152313165,15°C,0.9511163891828929,0.9330909815700761,0.9655957273216703,1.4241257884159182,1.2866015408396543,1.5676969065234023,NA,NA,NA
gs,hmax,0,0,24.827889783691056,15°C,0.9605704743874434,0.9483314609138701,0.9706117206012453,1.447202147921227,1.3308152933764181,1.569242672660797,NA,NA,NA
gs,hmax,0,0,31.934678121344493,15°C,0.9640953037272549,0.9537237163026698,0.9730265664484211,1.4830851050180105,1.3663565512981268,1.6015042399192134,NA,NA,NA
gs,hmax,0,0,41.07572877110885,15°C,0.9626210435995415,0.9463032610750011,0.9757253413589602,1.5340983458043775,1.365180062188715,1.7198575379680536,NA,NA,NA
gs,hmax,0,0,52.83333333333332,15°C,0.9541262770363702,0.9152394146351511,0.9792456287733922,1.6063833085846644,1.292200983490554,1.9675960525769838,NA,NA,NA
sr,wd,0.305,0,0,5°C,0.972175050967349,0.9262705089355037,0.994020008474645,3.526026456048026,2.33159014460346,4.993591898140875,0.0031785220193592816,2.7794345754436617e-4,0.010032133520384841
sr,wd,0.3511871652224169,0,0,5°C,0.9748513186958597,0.9502337862879466,0.9898346157344885,3.4558420605120923,2.663503066430585,4.360419974632682,0.0045914243476844075,0.001231500907536108,0.010710294400868323
sr,wd,0.40436860661297414,0,0,5°C,0.9761132386825289,0.9600559226975636,0.9869831821070447,3.4477590417752615,2.8724262640504867,4.12807088367068,0.00629562098742473,0.0026418086538676083,0.01192375176037562
sr,wd,0.4656034906929477,0,0,5°C,0.9777653312324046,0.9649042132153186,0.9869740586333263,3.479158768477426,2.9729901042889995,4.088215242672726,0.006697311533818515,0.003081531586704439,0.01208830002123937
sr,wd,0.5361113770954697,0,0,5°C,0.9804276140725057,0.9705438168867008,0.9880377623667046,3.540319327545629,3.079796624569582,4.083105170661781,0.004883692811735928,0.0022090738746528117,0.008726427819089685
sr,wd,0.6172965074283415,0,0,5°C,0.9836362768226528,0.9748711342750053,0.9902642711821777,3.6339654756573676,3.1675853364725226,4.1714642366261065,0.002379024373020351,7.931296574938431e-4,0.004878462540170288
sr,wd,0.7107757722801896,0,0,5°C,0.9863962358924144,0.9744206421683592,0.9942552621855065,3.7763254087718106,3.0434660987037443,4.625336597901964,8.722780458612577e-4,1.0911919863901016e-4,0.002572254224160332
sr,wd,0.305,0,0,10°C,0.9785771817293872,0.950975976907635,0.9932811635661176,3.030642094879446,2.2270214169370237,3.9662992578780947,0.009914534770015377,0.0024557262501781188,0.023916618233990914
sr,wd,0.3511871652224169,0,0,10°C,0.9783925212039379,0.9613832026081319,0.9894349523865262,3.1702901130909438,2.596127979121106,3.8000375268959306,0.010105768354845867,0.004537076720662387,0.018499371867640824
sr,wd,0.40436860661297414,0,0,10°C,0.9787742168323967,0.967811163026481,0.9868323985094715,3.3119726692420994,2.8788859909365727,3.7888641494448185,0.009652941044817726,0.0055317885428443955,0.01508572709831317
sr,wd,0.4656034906929477,0,0,10°C,0.9804586621277693,0.9724041743582046,0.9867751661682439,3.445023836051587,3.0688323183214474,3.861095563178643,0.007839299385631056,0.0046421609118604224,0.012121218970900927
sr,wd,0.5361113770954697,0,0,10°C,0.9834726319402114,0.9773173320960864,0.9885129745858806,3.5627128380199866,3.222727060745361,3.9566575497062404,0.0050107956218822325,0.002752191958862186,0.007893530075333024
sr,wd,0.6172965074283415,0,0,10°C,0.9871621691590717,0.981768903671868,0.9914403133789159,3.663458300800445,3.2917764294727583,4.080971516034313,0.0024287142498033306,9.934657734257401e-4,0.004369312120255413
sr,wd,0.7107757722801896,0,0,10°C,0.9906517032676482,0.9844637401042198,0.9949519074399722,3.7516907946298517,3.18612777631111,4.366118417339181,9.407944535999301e-4,1.8312376013202296e-4,0.002361168256510793
sr,wd,0.305,0,0,15°C,0.9803462907332529,0.9488068485839016,0.9954118481731979,2.6396421342622793,1.9323162888547678,3.5150505944471733,0.056963727596860976,0.006516557635291728,0.17402679412915142
sr,wd,0.3511871652224169,0,0,15°C,0.9802619410053187,0.9616987252857512,0.9914509605893723,2.922824088437812,2.3785471093622714,3.5299454842452582,0.0277457820852639,0.008276124149320377,0.06204185718647974
sr,wd,0.40436860661297414,0,0,15°C,0.9805982701915323,0.9695226807145755,0.9886540335761597,3.1891556691038434,2.769408901245287,3.625854791999037,0.016101942407840564,0.007860641055041251,0.02759438472471388
sr,wd,0.4656034906929477,0,0,15°C,0.9824085228653725,0.974278723151868,0.9887634892573254,3.417494982301943,3.055723478276551,3.7901105720820105,0.009666966174958463,0.0054479730269864106,0.015259023156520345
sr,wd,0.5361113770954697,0,0,15°C,0.9857587613119598,0.97974051671904006,0.9905373833614746,3.5904106365937407,3.2523617046732527,3.9376316331817085,0.005373895145122729,0.0028385968530440955,0.008564888452973537
sr,wd,0.6172965074283415,0,0,15°C,0.9897408342938329,0.9852009107312774,0.9934345490066084,3.697694487548916,3.3305936347345044,4.083447450708498,0.0026035184766520962,0.0010751816713517699,0.004686903506813409
sr,wd,0.7107757722801896,0,0,15°C,0.993240069945879,0.9884000797990308,0.9966076735271334,3.7386353330856346,3.1827051010220133,4.325466631139646,0.0011451069879806614,2.467568058546678e-4,0.002712515644790338
sr,sla,0,4.08,0,5°C,0.985814432470327,0.9705220337237281,0.9949492425050422,2.634729413890001,2.0133761464479987,3.3634829402246647,0.008485749226678127,0.0014053550192674566,0.023418165765168693
sr,sla,0,8.518463875845173,0,5°C,0.9820483652861621,0.9701993719708168,0.9906192915956473,3.0243460435090714,2.5319767029171314,3.6005105445317565,0.005950891517911112,0.0019761064286532774,0.012215689162857707
sr,sla,0,12.956927751690344,0,5°C,0.9794975745345439,0.9685287100548904,0.9878485454645882,3.343756092541734,2.8880066370826682,3.8924693505501353,0.005394206274907704,0.00233932473665448,0.00980248091187868
sr,sla,0,17.395391627535517,0,5°C,0.979812758719993,0.9692275579480437,0.987813547538286,3.546325491885784,3.0685646865794416,4.113216743084708,0.005772438338996863,0.0026784030246898537,0.010280039930928686
sr,sla,0,21.83385550338069,0,5°C,0.9830924620281473,0.9739334036916215,0.9899201252688767,3.604632622541111,3.1122389533722727,4.169690105497137,0.0070690658700635475,0.003327875147425874,0.012710668588349797
sr,sla,0,26.272319379225863,0,5°C,0.9877279701535155,0.979282232536592,0.9937523363924217,3.519158207421766,2.9108928277802915,4.223043455910716,0.010204043178143463,0.004068710052321431,0.019964888233549805
sr,sla,0,30.710783255071036,0,5°C,0.9918467327699981,0.9819050496915368,0.9974379621747435,3.3173658025946544,2.4154154391616083,4.385810711290348,0.018978858113845833,0.004210719331417861,0.049087937444706235
sr,sla,0,4.08,0,10°C,0.9828820793099456,0.9695375772063504,0.9922303462343073,2.958029535630631,2.4044015284881026,3.574022763927022,0.004241813987036878,0.0011652201373787846,0.0091577403006536
sr,sla,0,8.518463875845173,0,10°C,0.9815258462959224,0.9722004810122576,0.9890442047946225,3.2379207846379057,2.8173018399737724,3.7021967904061768,0.004570420358074158,0.0019948170640664625,0.007963027156681707
sr,sla,0,12.956927751690344,0,10°C,0.9813801325448216,0.9737054002218504,0.9875363184530249,3.439106321884264,3.076983697480653,3.8488684704590006,0.005230702263316297,0.0028218653981873392,0.008332987039222247
sr,sla,0,17.395391627535517,0,10°C,0.9828088982131263,0.9762588253428404,0.9881393046601594,3.538137484121632,3.18685223834908,3.9404056819604096,0.006124235235641168,0.003517780220128915,0.009473448961343233
sr,sla,0,21.83385550338069,0,10°C,0.9855375289718321,0.9795926417727915,0.9902924870258974,3.524503949995153,3.1515018060646582,3.934538181607901,0.007239178744267584,0.0042358502484800414,0.01107776843255464
sr,sla,0,26.272319379225863,0,10°C,0.9888106943573595,0.9827113961610348,0.9934675689936516,3.4030655064323496,2.925174767288413,3.9451317962094783,0.008735275724418482,0.004669764207825721,0.014038882867825321
sr,sla,0,30.710783255071036,0,10°C,0.9918386867755818,0.984520218750627,0.99655011579415,3.192616841900233,2.51148720278972,3.98723565960643,0.011134093152139408,0.004328860140340555,0.021655039107692023
sr,sla,0,4.08,0,15°C,0.9778927061098163,0.9588782445295881,0.9904903397846435,3.33654962589356,2.7361376508836677,3.991259207196689,0.002481857896218563,6.760881507744712e-4,0.0052971590827582534
sr,sla,0,8.518463875845173,0,15°C,0.9804860941167359,0.96962907013967925,0.9888735349601757,3.4730614662545443,3.040102741696063,3.94485131507642,0.0037460831000587654,0.0015912582228402568,0.006496226591466195
sr,sla,0,12.956927751690344,0,15°C,0.9827337602086353,0.9749124636073623,0.988896513011696,3.5426400267708904,3.180249101817194,3.9354266038963237,0.005311883901841517,0.002725993405698451,0.008467794792625681
sr,sla,0,17.395391627535517,0,15°C,0.9850363141899189,0.9785546946133372,0.9901241813115403,3.5355116255211763,3.196437366022345,3.886073963314742,0.006805650060307059,0.0037421971246002126,0.010662037412029191
sr,sla,0,21.83385550338069,0,15°C,0.9873648718679989,0.9814998645278437,0.9919264842286205,3.4511825981214677,3.0956364362243036,3.84174825250581,0.007773662215179085,0.004307560621441804,0.012224269092375976
sr,sla,0,26.272319379225863,0,15°C,0.9894624740010082,0.982636504451978,0.9942117513077506,3.298552079757598,2.8500877795578603,3.82559335506534,0.008014249963647154,0.004140446591264317,0.013329101785879347
sr,sla,0,30.710783255071036,0,15°C,0.9910259986458805,0.9813471901179406,0.9965537679807267,3.094067653178936,2.4378303332649165,3.8565343556723524,0.007742769759299244,0.002907770769594341,0.015471926483063714
sr,hmax,0,0,11.667333333333334,5°C,0.8717007411637022,0.6945747935032044,0.9709631127487546,1.7590645236464109,1.1688651751138301,2.5102927037415315,0.007051011679159326,8.648354387418358e-4,0.02235751442574552
sr,hmax,0,0,15.007015810871762,5°C,0.9238033748561243,0.850885209776804,0.9710637239368234,2.2480165538409964,1.7215566052738636,2.855796309132616,0.006286205026815289,0.001923977170948329,0.014114844536563404
sr,hmax,0,0,19.302656152313165,5°C,0.9569433908996002,0.9265259969104006,0.9780192848492167,2.8112711066824563,2.332520748622832,3.365356970563438,0.006472086462743164,0.0028370160894980543,0.01210800722545271
sr,hmax,0,0,24.827889783691056,5°C,0.9771873061170118,0.9647489183603603,0.9864549115111556,3.4203110666857937,2.9535960761577438,3.9792021359098446,0.0059112160209065364,0.002742190333840273,0.010481646169912954
sr,hmax,0,0,31.934678121344493,5°C,0.9887433925319246,0.983270599497165,0.9929751778312814,4.040913239163158,3.498817465600805,4.686375634709168,0.003344619259313442,0.001124398581076434,0.006991351916634692
sr,hmax,0,0,41.07572877110885,5°C,0.994671011368398,0.9907249191756762,0.9973716710850379,4.645332282173552,3.770276683648514,5.640186937430949,9.613602778896573e-4,1.1461280258862492e-4,0.0030131607260312195
sr,hmax,0,0,52.83333333333332,5°C,0.9973990748400337,0.9937817467608208,0.9993234367540772,5.226192502450217,3.61948965518459,7.137787940152466,2.0055596659352188e-4,2.9905560275879853e-6,8.342114476139458e-4
sr,hmax,0,0,11.667333333333334,10°C,0.8685763808103679,0.7206418399603227,0.9590317606855947,2.0690602034450207,1.5067375647349455,2.7448501180424296,0.012586573054309824,0.0039239093987073325,0.028125755779899668
sr,hmax,0,0,15.007015810871762,10°C,0.9323473946563622,0.8788833727087909,0.9695762899437387,2.4702379421261207,2.0054810034458193,2.986302695087968,0.009679481521134528,0.0048410720333496235,0.016734349660966645
sr,hmax,0,0,19.302656152313165,10°C,0.964493293520417,0.9448918205464389,0.9794874771112322,2.929722557171841,2.5355354903530367,3.3564732114612563,0.008152884863757348,0.004918734034062701,0.012515792437737677
sr,hmax,0,0,24.827889783691056,10°C,0.9807069858419881,0.9729103378727437,0.9868769622389651,3.442511246598819,3.0921706734981256,3.844223724812101,0.006343368882274481,0.0037214010269171426,0.00974597790803572
sr,hmax,0,0,31.934678121344493,10°C,0.9891106765936916,0.985136936549244,0.9923697332052812,4.004004224934816,3.6016060138633277,4.463068415323929,0.0032691261628372526,0.0012842049660741484,0.006045969022047958
sr,hmax,0,0,41.07572877110885,10°C,0.9935118023126225,0.9897712187566702,0.9962073748242084,4.613811409996757,3.936534511670463,5.372982744882813,8.841497344179086e-4,1.2868289226337015e-4,0.0025424983376346254
sr,hmax,0,0,52.83333333333332,10°C,0.9957690534971694,0.9913257145685035,0.9983754248294219,5.280819313365314,4.072955853195435,6.701117815483566,1.6614152141501603e-4,4.153378767858237e-6,6.18294275714478e-4
sr,hmax,0,0,11.667333333333334,15°C,0.8521269195162439,0.6679852104327648,0.9606030980889241,2.4639295844540703,1.7718437092223678,3.2837421541383165,0.03129619954168528,0.008727502205154867,0.07351009224009078
sr,hmax,0,0,15.007015810871762,15°C,0.9367821724646764,0.8780574512082969,0.974358795890522,2.7269141524341567,2.211333943130722,3.299982126463122,0.016792779694578194,0.008065848855779845,0.029405969275961983
sr,hmax,0,0,19.302656152313165,15°C,0.9698369231882212,0.9505292713222604,0.9835790620530533,3.0600193372136486,2.6483635870649,3.4816593154285664,0.010901863228599772,0.006377069667572544,0.01679269334672781
sr,hmax,0,0,24.827889783691056,15°C,0.9833077514356185,0.9757058130179783,0.9891604638536133,3.470534885717172,3.1243704977579143,3.8252772519127762,0.0071355757900547455,0.004035137578077283,0.011108014569921077
sr,hmax,0,0,31.934678121344493,15°C,0.9892641629620093,0.984912127874535,0.992736664327701,3.973220597653913,3.5829627543447327,4.3975516060308895,0.003349810161406279,0.0012482107152111982,0.006237815781227365
sr,hmax,0,0,41.07572877110885,15°C,0.9917900906906064,0.986461636806202,0.995525693514731,4.594962018441258,3.97417445871931,5.308321480063985,8.95201182320442e-4,1.2445917008430037e-4,0.0026094287005538615
sr,hmax,0,0,52.83333333333332,15°C,0.9921142856371878,0.9818952830449298,0.9975462586076955,5.3827687763184935,4.197460567090388,6.8084340789149405,1.8390898764983498e-4,4.209845012672774e-6,6.940966764576467e-4
